ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
1027410	5	N	10	77	75000	25.974	471.466	37.945536	-121.299006	.249	ML	2	Off Ramp to Fresno Ave				
1027510	99	S	10	47		28.164	201.485	37.378865	-120.699726	.372	ML	3	 N/O of Hunter Rd				
1027610	99	S	10	47		27.912	201.233	37.377296	-120.695558	.25	ML	3	 Hunter Rd				
1027710	99	S	10	47		27.664	200.985	37.375792	-120.691456	.215	ML	3	 N/O Sultana Dr				
1027810	99	S	10	47		27.481	200.802	37.374686	-120.688429	1.151	ML	3	 Sultana Dr				
1028310	12	E	10	77		9.856	79.64	38.115885	-121.403648	3.827	CH	2	 W/O Jct of I-5				
1028410	12	W	10	77		9.943	79.727	38.11608	-121.402043	3.525	CH	2	 W/O Jct of I-5				
1028610	12	W	10	77		11.994	81.778	38.115975	-121.364601	1.283	CH	1	 W/O GX-Alsco RXR				
1028710	12	E	10	77		12.51	82.294	38.115762	-121.355205	3.827	CH	1	 W/O De Vries Rd				
1028810	12	W	10	77		12.51	82.294	38.115762	-121.355204	2.758	CH	1	 W/O De Vries Rd				
1029110	152	W	10	47		R13.238	59.173	37.056937	-121.016422		OR	1	On Ramp from Rte 33				
1029210	99	N	10	47	46898	12.958	186.304	37.287085	-120.454782		FR	1	Off Ramp to Childs Ave				
1029310	5	N	10	47		5.064	390.089	36.917011	-120.82603		FR	1	 Off Ramp to Vista Point Rd				
1029410	5	N	10	47		5.39	390.415	36.920456	-120.830074		OR	1	 On Ramp from Vista Point Rd				
1029510	5	N	10	47		6.07	391.095	36.928059	-120.837904		FR	1	 Off Ramp to Rte 165/Mercy Sprin				
1029610	5	N	10	47		6.443	391.468	36.932071	-120.842399		OR	1	 On Ramp from Rte 165/Mercy Spri				
1029710	5	N	10	47		17.38	402.405	37.054464	-120.967416		FR	1	 Off Ramp to EB Rte 152				
1029810	5	N	10	47		17.526	402.551	37.056152	-120.96898		OR	1	 On Ramp from EB Rte 152				
1029910	5	N	10	47		17.869	402.894	37.060048	-120.972841		OR	1	 On Ramp from WB Rte 152				
1030010	99	N	10	77		5.033	240.843	37.776133	-121.181005	.943	ML	3	Austin Rd				
1030110	5	N	10	47		21.728	406.753	37.104978	-121.014532		FR	1	 Off Ramp to Rte 33				
1030510	5	N	10	47		32.204	417.229	37.243521	-121.08811		FR	1	 Off Ramp to Rte 140				
1030610	5	S	10	47		6.144	391.104	36.928717	-120.838989		OR	1	 On Ramp from Rte 165/Mercy Spri				
1030710	5	S	10	47		6.443	391.403	36.93185	-120.842714		FR	1	 Off Ramp to Rte 165/Mercy Sprin				
1030810	5	S	10	47		17.288	402.248	37.053245	-120.966733		OR	1	 On Ramp from EB Rte 152				
1030910	5	S	10	47		17.585	402.545	37.056642	-120.969997		FR	1	 Off Ramp to EB Rte 152				
1031010	99	S	10	77		5.033	240.818	37.775984	-121.18108	2.219	ML	3	Austin Rd				
1031310	580	E	10	1		R5.053	21.095	37.723926	-121.645462	5	ML	4	E/O North Flynn Rd				
1031410	5	N	10	47		0.559	385.584	36.862254	-120.781905		FR	1	 Off Ramp to Rest Area				
1031510	5	N	10	47		0.86	385.885	36.866064	-120.784565		OR	1	 On Ramp from Rest Area				
1031610	5	N	10	47		5.064	390.089	36.917011	-120.82603	2.663	ML	2	 S/O Off Ramp to Vista Point Rd				
1031710	5	N	10	47		5.39	390.415	36.920456	-120.830074	.503	ML	2	 N/O On Ramp from Vista Point Rd				
1031810	5	N	10	47		6.07	391.095	36.928059	-120.837904	.527	ML	2	 S/O Off Ramp to Rte 165/Mercy S				
1031910	5	N	10	47		6.443	391.468	36.932071	-120.842399	2.686	ML	2	 N/O On Ramp from Rte 165/Mercy				
1032010	5	N	10	47		17.38	402.405	37.054464	-120.967416	2.573	ML	2	 S/O Off Ramp to EB Rte 152				
1032110	5	N	10	47		17.526	402.551	37.056152	-120.96898	.244	ML	2	 N/O On Ramp from EB Rte 152				
1032210	5	N	10	47		17.607	402.632	37.057065	-120.969892		FR	1	 Off Ramp to WB Rte 152				
1032310	5	N	10	47		17.869	402.894	37.060048	-120.972841	2.1	ML	2	 N/O On Ramp from WB Rte 152				
1032410	5	N	10	47		21.728	406.753	37.104978	-121.014532	2.135	ML	2	 S/O Off Ramp to Rte 33				
1032510	5	N	10	47		22.141	407.166	37.109967	-121.018645	.847	ML	2	 N/O On Ramp from Rte 33				
1032610	5	N	10	47		23.422	408.447	37.126272	-121.029695	.777	ML	2	 S/O Off Ramp to Truck Scale				
1032710	5	N	10	47		23.695	408.72	37.129771	-121.032016	2.636	ML	2	 N/O On Ramp from Truck Scale				
1032810	5	N	10	47		32.204	417.229	37.243521	-121.08811	2.871	ML	2	 S/O Off Ramp to Rte 140				
1032910	5	S	10	47		0.492	385.452	36.861277	-120.78173		OR	1	 On Ramp from Rest Area				
1033010	5	S	10	47		0.767	385.727	36.864776	-120.78411		FR	1	 Off Ramp to Rest Area				
1033110	5	S	10	47		6.144	391.104	36.928717	-120.838989	2.65	ML	2	 S/O On Ramp from Rte 165/Mercy				
1033210	5	S	10	47		6.443	391.403	36.93185	-120.842714	2.649	ML	2	 N/O Off Ramp to Rte 165/Mercy S				
1033310	5	S	10	47		17.288	402.248	37.053245	-120.966733	2.649	ML	2	 S/O On Ramp from EB Rte 152				
1033410	5	S	10	47		17.585	402.545	37.056642	-120.969997	.177	ML	2	 N/O Off Ramp to EB Rte 152				
1033510	5	S	10	47		17.643	402.603	37.057308	-120.970635	.098	ML	2	 S/O On Ramp from WB Rte 152				
1033610	5	S	10	47		17.78	402.74	37.058884	-120.972156	2.035	ML	2	 N/O Off Ramp to WB Rte 152				
1033710	5	S	10	47		21.714	406.674	37.104679	-121.014657	2.128	ML	2	 S/O On Ramp from Rte 33				
1033810	5	S	10	47		22.036	406.996	37.10856	-121.017892	.805	ML	2	 N/O Off Ramp to Rte 33				
1033910	5	S	10	47		23.324	408.284	37.12492	-121.029123	.664	ML	2	 S/O On Ramp from Truck Scale				
1034010	5	S	10	47		23.364	408.324	37.125431	-121.029468	2.52	ML	2	 N/O Off Ramp to Truck Scale				
1034110	5	S	10	47		32.204	417.164	37.243496	-121.088439	2.936	ML	2	 S/O On Ramp from Rte 140				
1034210	59	N	10	47		R0.306	.552	37.087713	-120.49232	2.752	CH	2	N/O Rte 152				
1034310	59	S	10	47		R0.114	.36	37.085398	-120.492278		FR	2	Off Ramp to Rte 152				
1034410	99	N	10	47		0.128	173.474	37.15404	-120.292137	.505	ML	2	 S/O Off Ramp to Truck Inspectio				
1034510	99	N	10	47		0.991	174.337	37.162993	-120.303108	2.931	ML	2	 N/O On Ramp from Truck Inspecti				
1034610	99	N	10	47	46898	12.958	186.304	37.287085	-120.454782	.294	ML	2	 S/O Off Ramp to Childs Ave				
1034710	99	N	10	47	46898	13.072	186.418	37.288315	-120.456186	.405	ML	2	 N/O On Ramp from Childs Ave				
1034810	99	N	10	47	46898	13.767	187.113	37.293942	-120.466569	.428	ML	2	 S/O Off Ramp to Rte 140				
1034910	99	N	10	47	46898	13.928	187.274	37.295305	-120.468925	.147	ML	2	 N/O Off Ramp to 16th St				
1035010	99	N	10	47	46898	14.061	187.407	37.295798	-120.47125	.184	ML	2	 N/O On Ramp from Rte 140				
1035110	99	N	10	47	46898	14.297	187.643	37.295463	-120.475558	.248	ML	2	 S/O Off Ramp to G St				
1035210	99	N	10	47	46898	14.557	187.903	37.29577	-120.480182	.325	ML	2	 S/O Off Ramp to Rte 59/J St				
1035310	99	N	10	47	46898	14.947	188.293	37.298132	-120.486598	.34	ML	2	 S/O On Ramp from Rte 59/J St				
1035410	99	N	10	47	46898	15.237	188.583	37.29988	-120.491371	.545	ML	2	 S/O Off Ramp to R St				
1035510	99	N	10	47	46898	16.038	189.384	37.304716	-120.50454	.581	ML	2	 N/O On Ramp from Jct Rte 140/ R				
1035610	99	N	10	47		18.361	191.707	37.320807	-120.540403	1.047	ML	2	 S/O Off Ramp to Franklin Rd				
1035710	99	N	10	47		18.494	191.84	37.321614	-120.542602	1.085	ML	2	 N/O On Ramp from Franklin Rd				
1035810	99	N	10	47		20.532	193.878	37.334029	-120.576177	1.106	ML	2	 S/O Off Ramp to Buhach Rd				
1035910	99	N	10	47		20.707	194.053	37.335013	-120.579141	.44	ML	2	 N/O On Ramp from Buhach Rd				
1036010	99	N	10	47		21.413	194.759	37.340246	-120.590173	1.036	ML	2	 S/O Off Ramp to Atwater Blvd				
1036110	99	N	10	47		22.779	196.125	37.344905	-120.613764	.762	ML	2	 S/O Off Ramp to Applegate Rd				
1036210	99	N	10	47		22.937	196.283	37.345878	-120.616367	.537	ML	2	 N/O On Ramp from Applegate Rd				
1036310	99	N	10	47	3162	23.853	197.199	37.354293	-120.628773	1.213	ML	2	 N/O On Ramp from Atwater Blvd				
1036410	99	N	10	47		R28.807	202.153	37.383458	-120.710004	.902	ML	2	 S/O Off Ramp to Hammatt Ave				
1036510	99	N	10	47		R29.353	202.699	37.386939	-120.718876	.677	ML	2	 N/O On Ramp from Hammatt Ave				
1036610	99	N	10	47		R30.162	203.508	37.389151	-120.732926	.701	ML	2	 S/O Off Ramp to Winton Pkwy				
1036710	99	N	10	47		R30.756	204.102	37.394994	-120.739939	.567	ML	2	 N/O On Ramp from Winton Pkwy				
1036810	99	N	10	47		R31.603	204.949	37.405541	-120.747967	.513	ML	2	 S/O Off Ramp to Collier Rd				
1036910	99	N	10	47		R32.323	205.669	37.413748	-120.75597	.806	ML	2	 N/O On Ramp from Collier Rd				
1037010	99	N	10	47		M33.216	206.562	37.423414	-120.766671	.762	ML	2	 S/O Off Ramp to South Ave				
1037110	99	N	10	47		M33.848	207.194	37.430061	-120.774568	.559	ML	2	 N/O On Ramp from South Ave				
1037210	99	N	10	47		R34.23	207.68	37.435159	-120.780684	.522	ML	2	 S/O Off Ramp to Shanks Rd				
1037310	99	N	10	47		R34.788	208.238	37.440831	-120.787029	.285	ML	2	 N/O On Ramp from Shanks Rd				
1037410	99	N	10	47		R36.111	209.561	37.455029	-120.802577	.721	ML	2	 S/O Off Ramp to Golden State Bl				
1037510	99	S	10	47	46898	12.899	186.22	37.286279	-120.454371	.412	ML	2	 S/O On Ramp from Childs Ave				
1037610	99	S	10	47	46898	13.309	186.63	37.290236	-120.459791	.378	ML	2	 N/O Off Ramp to Childs Ave				
1037710	99	S	10	47	46898	13.654	186.975	37.292847	-120.465081	.36	ML	2	 S/O On Ramp from EB Rte 140				
1037810	99	S	10	47	46898	14.03	187.351	37.295525	-120.470801	.3	ML	2	 N/O Off Ramp to EB Rte 140				
1037910	99	S	10	47	46898	14.253	187.574	37.295316	-120.474796	.251	ML	2	 S/O On Ramp from G St				
1038010	99	S	10	47	46898	14.534	187.855	37.295474	-120.479801	.507	ML	2	 S/O On Ramp from Rte 59/J St				
1038110	99	S	10	47	46898	15.269	188.59	37.299901	-120.492007	.698	ML	2	 N/O Off Ramp to Rte 59/ J St				
1038210	99	S	10	47	46898	15.93	189.251	37.303911	-120.502948	.398	ML	2	 S/O On Ramp from R St				
1038310	99	S	10	47	46898	16.065	189.386	37.304736	-120.50518	.234	ML	2	 N/O Off Ramp to Jct Rte 140/Rte				
1038410	99	S	10	47		17.175	190.496	37.313506	-120.520909	1.941	ML	2	 N/O Off Ramp to 16th St				
1038510	99	S	10	47		20.282	193.603	37.332246	-120.572188	1.666	ML	2	 S/O On Ramp from Buhach Rd				
1038610	99	S	10	47		20.507	193.828	37.333606	-120.57591	.135	ML	2	 N/O Off Ramp to Buhach Rd				
1038710	99	S	10	47		20.554	193.875	37.333892	-120.576689	1.075	ML	2	 S/O On Ramp from Atwater Blvd				
1038810	99	S	10	47		22.658	195.979	37.343959	-120.611772	1.152	ML	2	 S/O On Ramp from Applegate Rd				
1038910	99	S	10	47		22.859	196.18	37.34517	-120.615106	.788	ML	2	 N/O Off Ramp to Applegate Rd				
1039010	99	S	10	47		24.236	197.557	37.355451	-120.635578	.907	ML	2	 N/O Off Ramp to Atwater Blvd				
1039110	99	S	10	47		R28.656	201.977	37.382052	-120.707781	.545	ML	3	 S/O On Ramp from Hammatt Ave				
1039210	99	S	10	47		R29.254	202.575	37.38617	-120.717315	.709	ML	2	 N/O Off Ramp to Hammatt Ave				
1039310	99	S	10	47		R30.074	203.395	37.388638	-120.73149	.689	ML	2	 S/O On Ramp from Winton Pkwy				
1039410	99	S	10	47		R30.632	203.953	37.393009	-120.739382	.611	ML	2	 N/O Off Ramp to Winton Pkwy				
1039510	99	S	10	47		R31.584	204.905	37.405181	-120.748034	.473	ML	2	 S/O On Ramp from Collier Rd				
1039610	99	S	10	47		R32.243	205.564	37.412645	-120.755425	.804	ML	2	 N/O Off Ramp to Collier Rd				
1039710	99	S	10	47		M33.193	206.514	37.423041	-120.766594	.777	ML	2	 S/O On Ramp from South Ave				
1039810	99	S	10	47		M33.797	207.118	37.429282	-120.774277	.524	ML	2	 N/O Off Ramp to South Ave				
1039910	99	S	10	47		R34.138	207.563	37.434073	-120.779799	.499	ML	2	 S/O On Ramp from Shanks Rd				
1040010	99	S	10	47		R34.692	208.117	37.439615	-120.786399	.331	ML	2	 N/O Off Ramp to  Shanks Rd				
1040110	99	S	10	47		R36.04	209.465	37.454142	-120.801853	.145	ML	2	 S/O on Ramp from Golden State B				
1040210	152	E	10	47		R32.106	80.015	37.051796	-120.639894	2.754	ML	2	W/O Off Ramp to Rte 33				
1040310	152	E	10	47		R32.615	80.524	37.049463	-120.631152	2.754	ML	2	E/O On Ramp from Rte 33				
1040410	152	E	10	47		R40.682	88.53	37.081197	-120.498273	.361	ML	2	W/O Off Ramp to NB Rte 59				
1040510	152	W	10	47		R32.113	80.022	37.052072	-120.639864	2.763	ML	2	W/O On Ramp from Rte 33				
1040610	152	W	10	47		R32.638	80.547	37.049699	-120.630857	2.762	ML	2	E/O Off Ramp to Rte 33				
1040710	152	W	10	47		R40.819	88.667	37.082465	-120.495786	.292	ML	2	W/O On Ramp from SB Rte 59				
1040810	5	S	10	47		17.643	402.603	37.057308	-120.970635		OR	1	On Ramp from WB Rte 152				
1040910	5	S	10	47		17.78	402.74	37.058884	-120.972156		FR	1	Off Ramp to WB Rte 152				
1041010	5	S	10	47		22.036	406.996	37.10856	-121.017892		FR	1	Off Ramp to Rte 33				
1041310	5	S	10	47		32.204	417.164	37.243496	-121.088439		OR	1	S/O On Ramp from Rte 140				
1041610	99	N	10	47	46898	13.072	186.418	37.288315	-120.456186		OR	1	 On Ramp from Childs Ave				
1041710	99	N	10	47	46898	13.767	187.113	37.293942	-120.466569		FR	1	 Off Ramp to Rte 140				
1041810	99	N	10	47	46898	13.928	187.274	37.295305	-120.468925		FR	1	 Off Ramp to 16th St				
1041910	99	N	10	47	46898	14.061	187.407	37.295798	-120.47125		OR	1	 On Ramp from Rte 140				
1042010	99	N	10	47	46898	14.297	187.643	37.295463	-120.475558		FR	1	 Off Ramp to G St				
1042110	99	N	10	47	46898	14.557	187.903	37.29577	-120.480182		FR	1	 Off Ramp to Rte 59/J St				
1042210	99	N	10	47	46898	15.237	188.583	37.29988	-120.491371		FR	1	 Off Ramp to R St				
1042310	99	N	10	47	46898	16.038	189.384	37.304716	-120.50454		OR	1	 On Ramp to Jct Rte 140/ Rte 59				
1042410	99	N	10	47		18.361	191.707	37.320807	-120.540403		FR	1	 Off Ramp to Franklin Rd				
1042510	99	N	10	47		18.494	191.84	37.321614	-120.542602		OR	1	 On Ramp from Franklin Rd				
1042610	99	N	10	47		20.532	193.878	37.334029	-120.576177		FR	1	 Off Ramp to Buhach Rd				
1042710	99	N	10	47		20.707	194.053	37.335013	-120.579141		OR	1	 On Ramp from Buhach Rd				
1042810	99	N	10	47		21.413	194.759	37.340246	-120.590173		FR	1	 Off Ramp to Atwater Blvd				
1042910	99	N	10	47		22.779	196.125	37.344905	-120.613764		FR	1	 Off Ramp to Applegate Rd				
1043010	99	N	10	47		22.937	196.283	37.345878	-120.616367		OR	1	 On Ramp from Applegate Rd				
1043110	99	N	10	47	3162	23.853	197.199	37.354293	-120.628773		OR	1	 On Ramp from Atwater Blvd				
1043210	99	N	10	47		R28.807	202.153	37.383458	-120.710004		FR	1	 Off Ramp to Hammatt Ave				
1043310	99	N	10	47		R29.353	202.699	37.386939	-120.718876		OR	1	 On Ramp from Hammatt Ave				
1043410	99	N	10	47		R30.162	203.508	37.389151	-120.732926		FR	1	 Off Ramp to Winton Pkwy				
1043510	99	N	10	47		R30.756	204.102	37.394994	-120.739939		FR	1	 On Ramp from Winton Pkwy				
1043610	99	N	10	47		R31.603	204.949	37.405541	-120.747967		FR	1	 Off Ramp to Collier Rd				
1043710	99	N	10	47		R32.323	205.669	37.413748	-120.75597		OR	1	 On Ramp from Collier Rd				
1043810	99	N	10	47		M33.216	206.562	37.423414	-120.766671		FR	1	 Off Ramp to South Ave				
1043910	99	N	10	47		M33.848	207.194	37.430061	-120.774568		OR	1	 On Ramp from South Ave				
1044010	99	N	10	47		R34.23	207.68	37.435159	-120.780684		FR	1	 Off Ramp to Shanks Rd				
1044110	99	N	10	47		R34.788	208.238	37.440831	-120.787029		OR	1	 On Ramp from Shanks Rd				
1044210	99	N	10	47		R36.111	209.561	37.455029	-120.802577		FR	1	 Off Ramp to Golden State Blvd				
1044310	99	S	10	47	46898	12.899	186.22	37.286279	-120.454371		OR	1	 On Ramp from Childs Ave				
1044410	99	S	10	47	46898	13.309	186.63	37.290236	-120.459791		FR	1	 Off Ramp to Childs Ave				
1044510	99	S	10	47	46898	13.654	186.975	37.292847	-120.465081		OR	1	 On Ramp from EB Rte 140				
1044610	99	S	10	47	46898	14.03	187.351	37.295525	-120.470801		FR	1	 Off Ramp to EB Rte 140				
1044710	99	S	10	47	46898	14.253	187.574	37.295316	-120.474796		OR	1	 On Ramp from G St				
1044810	99	S	10	47	46898	14.534	187.855	37.295474	-120.479801		OR	1	 On Ramp from Rte 59/J St				
1044910	99	S	10	47	46898	15.269	188.59	37.299901	-120.492007		FR	1	 Off Ramp to Rte 59/ J St				
1045010	99	S	10	47	46898	15.93	189.251	37.303911	-120.502948		OR	1	 On Ramp from R St				
1045110	99	S	10	47	46898	16.065	189.386	37.304736	-120.50518		FR	1	 Off Ramp to Jct Rte 140/Rte 59				
1045210	99	S	10	47		17.175	190.496	37.313506	-120.520909		FR	1	 Off Ramp to 16th St				
1045310	99	S	10	47		20.282	193.603	37.332246	-120.572188		OR	1	 On Ramp from Buhach Rd				
1045410	99	S	10	47		20.507	193.828	37.333606	-120.57591		FR	1	 Off Ramp to Buhach Rd				
1045610	99	S	10	47		22.658	195.979	37.343959	-120.611772		OR	1	 On Ramp from Applegate Rd				
1045710	99	S	10	47		22.859	196.18	37.34517	-120.615106		FR	1	 Off Ramp to Applegate Rd				
1045810	99	S	10	47		24.236	197.557	37.355451	-120.635578		FR	1	 Off Ramp to Atwater Blvd				
1046010	99	S	10	47		R29.254	202.575	37.38617	-120.717315		FR	1	 Off Ramp to Hammatt Ave				
1046110	99	S	10	47		R30.074	203.395	37.388638	-120.73149		OR	1	 On Ramp from Winton Pkwy				
1046210	99	S	10	47		R30.632	203.953	37.393009	-120.739382		FR	1	 Off Ramp to Winton Pkwy				
1046310	99	S	10	47		R31.584	204.905	37.405181	-120.748034		OR	1	 On Ramp from Collier Rd				
1046410	99	S	10	47		R32.243	205.564	37.412645	-120.755425		FR	1	 Off Ramp to Collier Rd				
1046510	99	S	10	47		M33.193	206.514	37.423041	-120.766594		OR	1	 On Ramp from South Ave				
1046610	99	S	10	47		M33.797	207.118	37.429282	-120.774277		FR	1	 Off Ramp to South Ave				
1046710	99	S	10	47		R34.138	207.563	37.434073	-120.779799		OR	1	 On Ramp from Shanks Rd				
1046810	99	S	10	47		R34.692	208.117	37.439615	-120.786399		FR	1	 Off Ramp to Shanks Rd				
1046910	99	S	10	47		R36.04	209.465	37.454142	-120.801853		OR	1	 On Ramp from Golden State Blvd				
1047010	152	E	10	47		R32.106	80.015	37.051796	-120.639894		FR	1	Off Ramp to Rte 33				
1047110	152	E	10	47		R32.615	80.524	37.049463	-120.631152		OR	1	On Ramp from Rte 33				
1047210	152	E	10	47		R40.682	88.53	37.081197	-120.498273		FR	1	Off Ramp to NB Rte 59				
1047310	152	W	10	47		R32.113	80.022	37.052072	-120.639864		OR	1	On Ramp from Rte 33				
1047410	152	W	10	47		R32.638	80.547	37.049699	-120.630857		FR	1	Off Ramp to Rte 33				
1047510	152	W	10	47		R40.819	88.667	37.082465	-120.495786		OR	1	On Ramp from SB Rte 59				
1047610	99	S	10	77		20.12	255.905	37.981458	-121.250097	.142	ML	3	S/O Rte 88				
1047710	99	N	10	99		R13.263	224.323	37.609301	-120.976414	2.336	ML	3	Hatch Rd/ 9th St				
1047810	99	S	10	99		R13.263	224.298	37.609166	-120.976625	2.285	ML	3	Hatch Rd/ 9th St				
1047910	99	S	10	99		R13.263	224.298	37.609166	-120.976625		OR	1	On from 9th St				
1048010	5	N	10	77	40704	R14.023	459.515	37.780675	-121.312939	.617	ML	5	N/O Mossdale Rd				
1048210	5	N	10	77	40704	R15.005	460.497	37.790869	-121.300887	.567	ML	3	N/O Jct Rte 120				
1048310	5	N	10	77	40704	R15.706	461.198	37.800904	-121.299275	.547	ML	3	S/O Louise Ave				
1048610	5	N	10	77	40704	R14.57	460.062	37.78576	-121.305278	.49	ML	4	N/O Jct EB Rte 120				
1048710	120	E	10	77		R0.493	0	37.78495	-121.30654	.21	ML	2	Jct Rte I-5				
1049010	59	S	10	47		22.856	23.034	37.414041	-120.51001	5	CH	1	S/O Oakdale Rd				
1049110	59	N	10	47		22.856	23.034	37.414041	-120.51001	5	CH	1	S/O Oakdale Rd				
1049210	120	E	10	109		29.252	68.63	37.814365	-120.27182	2.285	CH	1	 W/O Upper Old Priest Grade Rd				
1049310	120	W	10	109		29.252	68.692	37.814091	-120.27205	2.284	CH	1	 W/O Upper Old Priest Grade Rd				
1049410	120	E	10	109		29.287	68.665	37.814218	-120.271376	2.517	CH	1	 E/O Upper Old Priest Grade Rd				
1049510	120	W	10	109		29.287	68.727	37.814064	-120.271553	2.517	CH	1	 E/O Upper Old Priest Grade Rd				
1049610	120	E	10	109		T24.62	64.055	37.814683	-120.298958	2.521	CH	1	 W/O Lower Old Priest Grade Rd				
1049710	120	W	10	109		T24.62	64.117	37.814638	-120.298909	2.521	CH	1	 W/O Lower Old Priest Grade Rd				
1049810	120	E	10	109		T24.661	64.096	37.815084	-120.298404	2.287	CH	1	 E/O Lower Old Priest Grade Rd				
1049910	120	W	10	109		T24.661	64.158	37.81509	-120.298413	2.287	CH	1	 E/O Lower Old Priest Grade Rd				
1050010	152	E	10	47		R13.09	59.025	37.056764	-121.019117		FR	1	Off Ramp to Rte 33				
1050110	152	E	10	47		13.35	61.259	37.056596	-120.978677		OR	1	On Ramp from Rte 33				
1050210	152	W	10	47		13.35	61.259	37.056802	-120.978675		FR	1	Off Ramp to Rte 33				
1050310	140	E	10	47		16.024	15.865	37.313203	-120.854813	2.536	CH	1	 W/O Jct Rte 165				
1050410	140	W	10	47		16.024	15.865	37.313203	-120.854813	2.536	CH	1	 W/O Jct Rte 165				
1050510	140	E	10	47		16.096	15.937	37.313195	-120.853506	2.536	CH	1	 E/O Jct Rte 165				
1050610	140	W	10	47		16.096	15.937	37.313195	-120.853506	2.536	CH	1	 E/O Jct Rte 165				
1050710	140	E	10	47		29.429	29.223	37.3021	-120.615597	2.538	CH	1	 W/O Applegate Rd				
1050810	140	W	10	47		29.429	29.223	37.3021	-120.615596	2.538	CH	1	WB Rte140 W/O Applegate Rd				
1050910	140	E	10	47		29.506	29.3	37.302099	-120.614196	2.538	CH	1	 E/O Applegate Rd				
1051010	140	W	10	47		29.506	29.3	37.302099	-120.614196	2.538	CH	1	 E/O Applegate Rd				
1051110	49	N	10	43		44.67	52.358	37.710458	-120.197004	5	CH	1	N/O Jct Rte 132 West				
1051210	49	S	10	43		44.67	52.358	37.710456	-120.197002	5	CH	1	N/O Jct Rte 132 West				
1051410	132	E	10	99		11.485	19.377	37.638253	-121.065564	2.574	CH	1	 E/O North Dakota Ave				
1051610	132	E	10	99		11.337	19.229	37.638229	-121.06827	2.526	CH	1	 W/O North Dakota Ave				
1051710	132	W	10	99		6.432	14.324	37.63782	-121.157423	2.502	CH	1	 E/O Paradise Rd & N Gates Rd				
1051810	132	E	10	99		6.432	14.324	37.63782	-121.157423	2.454	CH	1	 E/O Paradise Rd & N Gates Rd				
1051910	132	W	10	99		6.428	14.32	37.63782	-121.157496	2.502	CH	1	 W/O Paradise Rd & N Gates Rd				
1052010	132	E	10	99		6.428	14.32	37.63782	-121.157496	2.502	CH	1	 W/O Paradise Rd & N Gates Rd				
1052110	5	S	10	77		4	449.492	37.645837	-121.343319		FR	1	Off to Jct Rte 132				
1052410	140	W	10	43		22.063	72.128	37.492801	-119.972538	2.514	CH	1	 W/O Jct Rte 49 North				
1052510	140	E	10	43		22.063	72.128	37.492801	-119.972538	2.514	CH	1	 W/O Jct Rte 49 North				
1052610	140	W	10	43		22.091	72.156	37.493168	-119.972736	2.514	CH	1	 E/O Jct Rte 49 North				
1052710	140	E	10	43		22.091	72.156	37.493168	-119.972736	2.514	CH	1	 E/O Jct Rte 49 North				
1052810	49	S	10	43		17.483	25.386	37.472005	-119.952788	5	ML	1	N/O Jct Rte 140				
1052910	49	N	10	43		17.483	25.386	37.472005	-119.952788	5	ML	1	N/O Jct Rte 140				
1053010	108	E	10	109		R9.413	28.412	38.017532	-120.248228	4.392	ML	2	W/O Twain Harte Rd				
1053110	108	W	10	109		R9.413	28.327	38.017646	-120.248461	4.392	ML	2	W/O Twain Harte Rd				
1053210	4	E	10	77		24.853	73.462	37.941462	-121.148275	2.528	CH	1	W/O Jack Tone Rd				
1053310	4	W	10	77		24.853	73.462	37.941462	-121.148271	2.528	CH	1	 W/O Jack Tone Rd				
1053410	4	E	10	77		24.909	73.518	37.941479	-121.147286	2.528	CH	1	 E/O Jack Tone Rd				
1053510	4	W	10	77		24.909	73.518	37.941479	-121.147282	2.528	CH	1	 E/O Jack Tone Rd				
1053610	4	W	10	77		33.028	81.637	37.930191	-121.001122	2.536	CH	1	 E/O Escalon-Bellota Rd				
1053710	4	E	10	77		33.028	81.637	37.930191	-121.001121	2.536	CH	1	 E/O Escalon-Bellota Rd				
1053810	4	W	10	77		33.1	81.709	37.93017	-120.999845	2.536	CH	1	 W/O Escalon-Bellota Rd				
1053910	4	E	10	77		33.1	81.709	37.93017	-120.999843	2.536	CH	1	 W/O Escalon-Bellota Rd				
1054010	120	W	10	77		R5.567	5.074	37.783529	-121.2111		FR	1	 Off ramp to Main St				
1054310	88	E	10	5		5.585	30.997	38.320389	-120.937033		CH	2	 W/O Jct Rte 124 North				
1054410	88	W	10	5		5.585	30.997	38.320389	-120.937032		CH	2	 W/O Jct Rte 124 North				
1054510	88	E	10	5		5.632	31.044	38.32072	-120.936285	.88	CH	1	 E/O Jct Rte 124 North				
1054610	88	W	10	5		5.632	31.044	38.32072	-120.936285	.88	CH	1	 E/O Jct Rte 124 North				
1055010	120	W	10	77		R4.529	4.036	37.783468	-121.230108		FR	1	Off ramp to Union Ave				
1055110	104	W	10	5		R2.363	20.051	38.379561	-120.98661	2.378	ML	1	 E/O Michigan Bar Rd				
1055210	104	E	10	5		R2.363	20.051	38.379561	-120.98661	2.378	ML	1	 E/O Michigan Bar Rd				
1055310	88	E	10	5		9.29	34.702	38.34347	-120.878545	3.443	CH	1	 E/O Sunnybrook Railroad Crossin				
1055410	88	W	10	5		9.29	34.702	38.343469	-120.878544	3.443	CH	1	 E/O Sunnybrook Railroad Crossin				
